student_id,programa,semestre,edad,genero,horas_estudio_semana,horas_sueno_noche,tiempo_desplazamiento_min,medio_transporte,nivel_estres,satisfaccion_academica,dias_ejercicio_semana,horas_sociales_semana,uso_ia_generativa,confianza_programando,area_interes_datos,modalidad_preferida,promedio_acumulado,fecha_encuesta
E0049,Diseño,4,21,Hombre,33.1,5.4,51,TransMilenio,5,3,0,2.0,Todos los días,3,IA y ML,Híbrida,3.52,2026-08-05
E0050,Ingeniería Industrial,6,19,Mujer,23.0,7.4,86,Bus,4,3,2,6.7,Frecuentemente,1,No estoy seguro,Presencial,3.78,2026-08-10
E0051,Economía,5,23,Mujer,10.8,6.2,33,Caminando,4,4,4,5.2,Frecuentemente,3,Visualización,Virtual,3.09,2026-08-13
E0052,Ingeniería Industrial,9,21,Hombre,18.5,7.9,64,Bus,4,4,4,2.9,A veces,2,Ingeniería de datos,Híbrida,3.28,2026-08-05
E0053,Economía,6,20,Mujer,11.9,7.3,51,TransMilenio,3,4,2,11.9,Todos los días,4,Visualización,Híbrida,3.64,2026-08-16
E0054,Psicología,3,19,Hombre,26.0,6.6,54,Bicicleta,5,5,2,4.2,Todos los días,2,Analítica de negocio,Presencial,3.53,2026-08-04
E0055,Ingeniería de Sistemas,2,17,Hombre,19.9,5.0,68,TransMilenio,5,4,1,10.2,Nunca,3,Ciencia social computacional,Híbrida,3.23,2026-08-05
E0056,Ciencia de Datos,6,28,Mujer,22.8,6.9,87,Bus,3,5,2,3.8,Frecuentemente,3,Ingeniería de datos,Híbrida,3.02,2026-08-20
E0057,Ingeniería de Sistemas,4,20,Mujer,3.8,7.6,60,Carro,3,3,2,6.0,A veces,4,IA y ML,Híbrida,2.94,2026-08-21
E0058,Economía,5,22,Mujer,17.2,,49,TransMilenio,4,3,0,4.4,A veces,3,Visualización,Presencial,3.07,2026-08-05
E0059,Psicología,1,18,Mujer,15.1,,21,Carro,5,4,3,10.7,A veces,3,IA y ML,Presencial,3.1,2026-08-15
E0060,Ingeniería de Sistemas,6,22,Hombre,18.0,7.6,27,Bus,4,4,1,8.7,Frecuentemente,1,IA y ML,Presencial,3.62,2026-08-20
E0061,Ciencia de Datos,6,23,Hombre,17.3,6.0,33,Bus,4,3,4,12.5,Todos los días,4,Visualización,Híbrida,2.84,2026-08-14
E0062,Ingeniería Industrial,5,19,Mujer,19.1,5.7,70,Bus,5,5,5,10.9,Nunca,4,Ciencia social computacional,Presencial,3.68,2026-08-19
E0063,Psicología,1,18,Mujer,22.3,5.4,0,TransMilenio,5,3,4,11.6,A veces,3,Visualización,Híbrida,3.17,2026-08-04
E0064,Administración,6,19,Hombre,14.1,8.5,44,Carro,3,4,6,5.3,A veces,3,Analítica de negocio,Presencial,4.11,2026-08-01
E0065,Ciencia de Datos,6,24,Mujer,17.8,4.4,81,Bus,5,3,3,6.5,Todos los días,4,Visualización,Híbrida,3.55,2026-08-02
E0066,Economía,6,21,Hombre,26.6,6.1,60,Bicicleta,5,4,2,13.7,Frecuentemente,2,Analítica de negocio,Presencial,3.46,2026-08-01
E0067,Ingeniería Industrial,7,21,Hombre,19.0,7.2,22,TransMilenio,4,3,2,2.6,A veces,2,Analítica de negocio,Híbrida,3.24,2026-08-03
E0068,Diseño,5,19,Hombre,14.2,6.5,59,TransMilenio,4,5,0,3.0,Todos los días,4,IA y ML,Presencial,3.75,2026-08-17
E0069,Ciencia de Datos,6,20,Mujer,19.0,6.5,29,TransMilenio,4,4,1,13.7,A veces,3,IA y ML,Presencial,3.6,2026-08-21
E0070,Ciencia de Datos,5,24,Mujer,15.2,5.8,38,Carro,5,3,4,7.5,Todos los días,3,Visualización,Presencial,3.63,2026-08-09
E0071,Economía,3,21,Mujer,20.4,7.1,43,Moto,5,4,4,3.9,Todos los días,3,Ingeniería de datos,Presencial,3.87,2026-08-07
E0072,Ingeniería Industrial,2,18,Mujer,14.7,8.5,88,Bus,3,4,4,11.2,A veces,1,IA y ML,Presencial,3.81,2026-08-10
E0073,Ingeniería de Sistemas,4,18,Mujer,13.0,6.3,35,Bus,5,4,6,13.1,A veces,3,IA y ML,Presencial,3.56,2026-08-21
E0074,Economía,3,18,Hombre,19.9,6.6,77,Caminando,5,3,4,2.0,Frecuentemente,1,Analítica de negocio,Presencial,3.39,2026-08-12
E0075,Ingeniería Industrial,5,21,Hombre,26.6,10.5,65,Bicicleta,4,4,3,7.8,Frecuentemente,1,No estoy seguro,Presencial,3.82,2026-08-06
E0076,Administración,3,20,Mujer,5.4,6.1,63,Carro,4,5,2,14.6,A veces,2,Ciencia social computacional,Presencial,3.18,2026-08-07
E0077,Ingeniería Industrial,9,22,Mujer,20.8,7.6,0,Caminando,4,4,2,8.1,Todos los días,4,Visualización,Presencial,3.99,2026-08-10
E0078,Ciencia de Datos,1,20,Hombre,18.2,7.2,41,Caminando,5,2,4,6.0,A veces,3,IA y ML,Presencial,3.71,2026-08-11
E0079,Psicología,5,19,Hombre,20.4,7.4,73,TransMilenio,3,4,1,10.1,A veces,3,Ciencia social computacional,Presencial,3.62,2026-08-04
E0080,Administración,1,19,Mujer,15.9,6.2,22,TransMilenio,5,3,0,6.5,Frecuentemente,2,IA y ML,Presencial,3.1,2026-08-19
E0081,Ingeniería de Sistemas,3,19,Prefiere no responder,21.4,7.4,0,Carro,4,3,4,0.7,A veces,1,IA y ML,Híbrida,3.34,2026-08-21
E0082,Ciencia de Datos,6,19,Mujer,14.0,6.3,72,Carro,5,3,4,7.3,A veces,5,No estoy seguro,Presencial,3.72,2026-08-07
E0083,Ciencia de Datos,4,21,Hombre,0,6.6,31,Bicicleta,3,4,4,10.0,A veces,2,IA y ML,Presencial,3.65,2026-08-13
E0084,Ingeniería Industrial,2,21,Mujer,22.0,7.1,31,TransMilenio,3,5,4,8.4,A veces,3,Analítica de negocio,Presencial,3.86,2026-08-14
E0085,Ciencia de Datos,2,20,Hombre,20.7,6.3,15,Caminando,5,4,3,3.8,Frecuentemente,4,IA y ML,Presencial,3.74,2026-08-15
E0086,Ciencia de Datos,1,22,Mujer,17.0,6.1,76,Carro,4,2,1,13.0,Frecuentemente,3,Ingeniería de datos,Presencial,3.38,2026-08-04
E0087,Ciencia de Datos,5,23,Hombre,24.5,7.9,46,Carro,4,3,0,8.8,Nunca,4,IA y ML,Presencial,4.31,2026-08-11
E0088,Economía,4,20,Mujer,9.7,6.7,68,Bicicleta,4,4,2,10.3,Todos los días,3,Visualización,Presencial,3.13,2026-08-19
E0089,Ingeniería Industrial,5,19,Hombre,21.6,7.2,97,Carro,4,4,0,17.7,Frecuentemente,4,Analítica de negocio,Presencial,3.25,2026-08-18
E0090,Economía,7,24,Mujer,32.7,7.0,47,TransMilenio,5,4,2,13.4,A veces,5,No estoy seguro,Presencial,3.48,2026-08-21
E0091,Psicología,3,23,Hombre,21.9,7.6,21,TransMilenio,3,3,0,3.8,Nunca,5,No estoy seguro,Presencial,4.24,2026-08-09
E0092,Economía,3,20,Hombre,9.6,,52,TransMilenio,5,3,3,2.1,A veces,3,Analítica de negocio,Presencial,3.25,2026-08-07
E0093,Ingeniería Industrial,6,25,Mujer,23.6,6.8,300,Carro,5,4,3,10.9,A veces,3,IA y ML,Híbrida,3.77,2026-08-06
E0094,Administración,2,22,Mujer,10.6,8.6,130,Bus,4,4,4,10.3,Frecuentemente,3,,Presencial,3.95,2026-08-20
E0095,Diseño,3,18,Hombre,18.6,6.1,85,Bicicleta,4,3,4,5.8,Frecuentemente,2,IA y ML,Presencial,3.5,2026-08-20
E0096,Economía,2,23,Mujer,24.3,7.2,28,Moto,4,4,1,7.9,Nunca,3,Visualización,Presencial,3.88,2026-08-20
E0097,Diseño,7,25,Mujer,13.7,7.6,73,Bus,3,4,3,4.3,Nunca,2,Analítica de negocio,Presencial,3.34,2026-08-21
E0098,Ciencia de Datos,5,17,Hombre,19.8,,16,Bicicleta,4,4,1,4.1,Todos los días,4,IA y ML,Híbrida,3.95,2026-08-04
E0099,Ciencia de Datos,2,20,Mujer,16.1,8.0,28,Caminando,3,4,0,3.4,Todos los días,3,Visualización,Presencial,3.99,2026-08-18
E0100,Ingeniería Industrial,3,18,Hombre,22.8,6.1,18,Carro,5,4,1,6.8,Todos los días,2,IA y ML,Presencial,3.73,2026-08-11
E0101,Ingeniería de Sistemas,1,17,Hombre,11.4,8.1,0,Bus,3,4,5,9.2,Todos los días,4,IA y ML,Híbrida,3.28,2026-08-07
E0102,Ingeniería Industrial,1,16,Hombre,10.0,7.8,81,Carro,4,5,0,7.0,Nunca,1,IA y ML,Híbrida,3.72,2026-08-01
E0103,Psicología,5,21,Hombre,22.1,6.2,24,TransMilenio,3,4,3,9.2,A veces,1,Ingeniería de datos,Híbrida,4.32,2026-08-14
E0104,Diseño,5,23,Prefiere no responder,28.5,6.0,72,Moto,5,3,3,7.4,Frecuentemente,5,Analítica de negocio,Virtual,4.14,2026-08-18
E0105,Ingeniería de Sistemas,5,21,Hombre,16.1,8.5,30,Carro,4,4,3,6.4,Frecuentemente,4,IA y ML,Presencial,3.41,2026-08-14
E0106,Ingeniería de Sistemas,2,22,Mujer,18.4,7.4,71,TransMilenio,4,4,3,0,A veces,3,Ingeniería de datos,Presencial,3.53,2026-08-02
E0107,Economía,3,20,Hombre,25.5,6.0,57,Carro,4,4,2,10.0,Frecuentemente,5,Analítica de negocio,Virtual,3.24,2026-08-16
E0108,Administración,6,23,Hombre,8.9,6.3,18,Bicicleta,3,4,0,15.3,A veces,4,IA y ML,Presencial,2.78,2026-08-06
E0109,Ingeniería Industrial,3,20,Mujer,13.2,6.7,1,Bus,4,3,2,12.3,Frecuentemente,3,Ingeniería de datos,Presencial,3.64,2026-08-19
E0110,Ciencia de Datos,1,16,Hombre,17.0,8.7,74,Moto,3,5,3,10.5,Frecuentemente,3,Analítica de negocio,Híbrida,2.9,2026-08-15
E0111,Diseño,5,20,Hombre,13.9,5.9,37,TransMilenio,4,3,2,7.8,Nunca,2,IA y ML,Presencial,3.19,2026-08-18
E0112,Ingeniería Industrial,2,20,Mujer,20.3,7.6,105,Bicicleta,5,4,0,1.6,Todos los días,3,Visualización,Presencial,3.67,2026-08-02
E0113,Ingeniería Industrial,6,22,Hombre,18.9,5.3,109,TransMilenio,5,4,1,1.7,Frecuentemente,2,IA y ML,Híbrida,3.73,2026-08-14
E0114,Ingeniería Industrial,4,25,Hombre,21.4,8.0,31,Bus,2,5,5,6.7,Frecuentemente,2,IA y ML,Presencial,4.12,2026-08-18
E0115,Ingeniería de Sistemas,5,20,Hombre,21.7,5.0,0,Carro,4,4,3,9.8,Todos los días,5,No estoy seguro,Presencial,3.41,2026-08-09
E0116,Ingeniería Industrial,3,20,Mujer,14.3,7.3,17,Carro,4,4,4,6.3,Todos los días,3,Ciencia social computacional,Híbrida,3.69,2026-08-16
E0117,Diseño,3,17,Mujer,15.6,7.7,46,Carro,5,4,4,11.1,Frecuentemente,2,Ingeniería de datos,Híbrida,3.38,2026-08-11
E0118,Ingeniería de Sistemas,5,20,Mujer,16.0,6.7,117,Carro,4,4,2,11.6,Todos los días,2,Ingeniería de datos,Presencial,3.48,2026-08-16
E0119,Psicología,2,18,Mujer,15.1,6.4,46,Caminando,3,3,2,9.5,Todos los días,3,No estoy seguro,Presencial,3.53,2026-08-21
E0120,Ingeniería Industrial,2,19,Hombre,13.5,6.1,80,Carro,4,3,2,8.2,Frecuentemente,4,IA y ML,Virtual,3.41,2026-08-01
E0121,Ingeniería de Sistemas,3,18,Hombre,20.6,8.7,31,Carro,3,4,5,9.0,Todos los días,3,Analítica de negocio,Presencial,3.7,2026-08-03
E0122,Economía,2,21,Mujer,7.0,6.1,76,TransMilenio,4,4,1,8.2,Frecuentemente,1,IA y ML,Presencial,3.01,2026-08-02
E0123,Ingeniería Industrial,6,20,Hombre,16.9,8.8,43,Carro,3,4,2,8.9,A veces,2,IA y ML,Híbrida,4.05,2026-08-10
E0124,Ciencia de Datos,1,19,Mujer,23.5,7.6,37,Bicicleta,5,5,2,3.1,Todos los días,5,Ciencia social computacional,Presencial,3.72,2026-08-20
E0125,Psicología,1,21,Mujer,10.6,9.8,26,Moto,3,4,4,7.6,Frecuentemente,2,Ciencia social computacional,Presencial,3.86,2026-08-21
E0126,Ciencia de Datos,4,19,Mujer,19.7,7.8,41,Bicicleta,4,4,1,10.3,Frecuentemente,4,Visualización,Presencial,3.71,2026-08-11
E0127,Diseño,6,22,Hombre,17.5,5.7,73,Carro,5,3,2,7.4,A veces,3,IA y ML,Presencial,3.18,2026-08-12
E0128,Ingeniería Industrial,7,22,Hombre,27.4,6.9,65,TransMilenio,5,3,0,2.8,A veces,2,No estoy seguro,Virtual,4.13,2026-08-05
E0129,Ingeniería Industrial,1,17,Hombre,15.5,7.8,33,Carro,5,5,2,6.3,Frecuentemente,3,Analítica de negocio,Híbrida,3.82,2026-08-06
E0130,Economía,10,20,Mujer,18.8,6.4,23,TransMilenio,4,3,3,4.2,Frecuentemente,2,Ingeniería de datos,Presencial,3.32,2026-08-13
E0131,Ciencia de Datos,6,22,Mujer,6.2,6.7,39,Caminando,3,3,5,2.9,Nunca,3,Ciencia social computacional,Presencial,3.08,2026-08-02
E0132,Economía,6,20,No binario,12.3,6.0,96,TransMilenio,5,4,2,2.7,Frecuentemente,3,Visualización,Presencial,3.59,2026-08-17
E0133,Ciencia de Datos,6,22,Mujer,20.6,6.6,74,Bus,3,4,5,4.8,Nunca,3,Ingeniería de datos,Presencial,3.71,2026-08-04
E0134,Ciencia de Datos,4,20,Hombre,18.6,,32,Carro,3,4,1,10.5,Frecuentemente,3,Ingeniería de datos,Presencial,3.56,2026-08-20
E0135,Diseño,2,20,Mujer,15.2,7.6,38,Carro,2,5,1,7.1,A veces,3,Ingeniería de datos,Presencial,3.94,2026-08-13
E0136,Economía,3,19,Hombre,12.7,5.7,17,Bicicleta,4,5,3,9.2,A veces,2,Ingeniería de datos,Presencial,3.53,2026-08-14
E0137,Economía,2,19,Hombre,2.2,6.5,68,TransMilenio,3,4,4,11.5,Todos los días,1,No estoy seguro,Presencial,3.39,2026-08-18
E0138,Ingeniería de Sistemas,6,19,Mujer,18.9,,25,TransMilenio,5,4,2,10.9,Frecuentemente,4,Ciencia social computacional,Híbrida,3.82,2026-08-18
E0139,Ingeniería de Sistemas,2,19,Hombre,21.1,6.9,54,Bus,3,4,4,8.0,A veces,2,No estoy seguro,Presencial,3.6,2026-08-03
E0140,Ingeniería de Sistemas,8,26,Mujer,20.4,7.2,17,Bus,4,3,3,10.0,A veces,4,Analítica de negocio,Presencial,3.7,2026-08-18
E0141,Ciencia de Datos,5,21,Hombre,23.8,6.5,94,TransMilenio,4,4,1,11.2,Frecuentemente,4,Ingeniería de datos,Presencial,3.77,2026-08-08
E0142,Administración,5,20,Hombre,11.8,6.7,81,Bus,3,3,4,11.2,A veces,3,No estoy seguro,Presencial,3.35,2026-08-01
E0143,Diseño,4,20,Prefiere no responder,10.8,5.8,81,Bus,3,5,2,5.0,A veces,3,Visualización,Presencial,3.72,2026-08-02
E0144,Ciencia de Datos,1,17,Mujer,5.6,7.4,45,Bus,4,4,6,7.9,Todos los días,3,No estoy seguro,Presencial,3.96,2026-08-12
E0145,Ingeniería Industrial,1,22,Mujer,9.4,7.4,46,Carro,3,4,3,6.4,A veces,3,Ingeniería de datos,Presencial,3.28,2026-08-14
E0146,Economía,1,18,Mujer,13.7,7.1,40,Bus,4,5,4,0.6,Frecuentemente,2,Visualización,Presencial,3.36,2026-08-06
E0147,Ingeniería de Sistemas,3,18,Mujer,8.2,7.6,60,TransMilenio,3,4,1,0.8,A veces,5,IA y ML,Presencial,3.83,2026-08-20
E0148,Administración,5,20,Mujer,30.3,7.9,5,TransMilenio,4,4,1,11.8,Frecuentemente,3,Analítica de negocio,Presencial,3.6,2026-08-21
E0149,Economía,1,18,Prefiere no responder,15.8,6.8,75,Bus,3,4,0,15.1,Nunca,2,IA y ML,Presencial,3.66,2026-08-13
E0150,Ingeniería de Sistemas,4,19,Mujer,11.7,6.8,41,Carro,3,4,2,13.0,A veces,4,Analítica de negocio,Presencial,3.1,2026-08-21
E0151,Economía,6,23,Hombre,19.7,6.6,78,Bus,5,3,2,7.5,A veces,1,Ingeniería de datos,Presencial,3.87,2026-08-17
E0152,Ingeniería de Sistemas,8,23,Mujer,17.0,6.8,0,Bicicleta,5,5,2,11.4,Frecuentemente,3,Ingeniería de datos,Presencial,4.3,2026-08-17
E0153,Ingeniería Industrial,1,19,Mujer,13.0,,12,TransMilenio,3,4,3,10.5,Frecuentemente,2,Analítica de negocio,Presencial,4.12,2026-08-18
E0154,Administración,2,19,Mujer,6.4,7.0,114,TransMilenio,4,3,5,12.2,Nunca,3,IA y ML,Presencial,3.71,2026-08-15
E0155,Diseño,4,19,Mujer,11.3,7.1,,Bicicleta,5,4,4,21.6,Frecuentemente,2,Ingeniería de datos,Presencial,3.4,2026-08-14
E0156,Ciencia de Datos,3,18,Hombre,13.3,7.7,54,Bicicleta,3,5,2,11.0,Todos los días,1,No estoy seguro,Presencial,3.97,2026-08-09
E0157,Ciencia de Datos,7,20,Hombre,18.1,6.0,64,TransMilenio,4,5,5,12.8,A veces,4,No estoy seguro,Presencial,3.44,2026-08-13
E0158,Administración,5,21,Mujer,12.7,7.4,61,Bicicleta,3,4,4,12.3,A veces,1,IA y ML,Presencial,3.36,2026-08-09
E0159,Diseño,7,24,Mujer,17.6,5.6,64,TransMilenio,5,3,0,6.8,A veces,3,Ciencia social computacional,Presencial,3.94,2026-08-18
E0160,Administración,3,20,Hombre,21.4,7.0,55,Caminando,5,4,3,4.3,Frecuentemente,2,IA y ML,Híbrida,3.19,2026-08-01
E0161,Psicología,5,24,Hombre,26.4,7.8,57,Moto,4,5,4,2.3,Frecuentemente,3,Analítica de negocio,Presencial,3.32,2026-08-09
E0162,Ingeniería Industrial,7,23,Hombre,18.7,6.8,75,Bus,4,4,2,10.3,A veces,4,Ingeniería de datos,Híbrida,3.27,2026-08-01
E0163,Psicología,4,19,Hombre,4.3,7.1,24,TransMilenio,3,4,4,14.0,Nunca,2,No estoy seguro,Presencial,3.5,2026-08-06
E0164,Ciencia de Datos,1,18,Hombre,9.5,7.2,47,Moto,4,5,3,4.6,Todos los días,4,Visualización,Híbrida,3.23,2026-08-12
E0165,Diseño,7,23,Hombre,13.2,6.3,84,Caminando,5,3,3,6.1,A veces,3,IA y ML,Presencial,4.04,2026-08-07
E0166,Administración,4,20,Hombre,19.3,7.1,45,TransMilenio,4,4,4,11.3,A veces,4,Ingeniería de datos,Presencial,3.79,2026-08-11
E0167,Ingeniería Industrial,5,22,Hombre,21.1,4.6,42,Moto,5,3,0,8.5,Frecuentemente,2,IA y ML,Presencial,3.26,2026-08-01
E0168,Psicología,3,22,Prefiere no responder,13.6,7.1,50,Carro,5,3,3,12.9,Todos los días,4,IA y ML,Virtual,3.8,2026-08-06
E0169,Economía,7,21,Hombre,19.1,6.0,71,Bicicleta,5,3,5,7.6,A veces,2,Analítica de negocio,Presencial,2.84,2026-08-12
E0170,Ingeniería de Sistemas,6,23,Hombre,22.3,6.0,17,TransMilenio,5,4,2,11.2,Todos los días,4,Analítica de negocio,Híbrida,3.55,2026-08-18
E0171,Psicología,6,21,Prefiere no responder,25.3,5.9,15,Carro,5,3,3,2.5,A veces,5,Visualización,Híbrida,3.05,2026-08-10
E0172,Ingeniería Industrial,3,22,Hombre,17.5,7.4,74,Bus,4,5,2,6.6,Nunca,3,IA y ML,Híbrida,3.79,2026-08-10
E0173,Administración,1,20,Mujer,9.7,6.3,33,TransMilenio,4,5,3,7.5,Frecuentemente,4,IA y ML,Presencial,3.72,2026-08-18
E0174,Ingeniería de Sistemas,5,21,Mujer,13.6,6.0,74,Moto,4,2,1,6.9,A veces,2,IA y ML,Presencial,3.76,2026-08-17
E0175,Administración,3,18,Mujer,15.5,6.4,127,Caminando,4,4,4,12.4,Todos los días,3,Ingeniería de datos,Híbrida,3.41,2026-08-03
